X,Y,bay_id,st_marker_,status,location,lat,lon,xdate,xsource,mccid_str,xorg,mccid_int,name,mccid_gis,maplabel
144.938831290968892,-37.812767256055082,6546,13753W,Unoccupied,"(-37.81276725605508, 144.9388312909689)",-37.812767256055082,144.938831290968892,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.967618737163406,-37.810709013284594,2488,C2874,Unoccupied,"(-37.810709013284594, 144.9676187371634)",-37.810709013284594,144.967618737163406,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.959158972251203,-37.811627445037928,1162,C1270,Unoccupied,"(-37.81162744503793, 144.9591589722512)",-37.811627445037928,144.959158972251203,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.953163330426577,-37.81110016386242,5260,4519W,Unoccupied,"(-37.81110016386242, 144.95316333042658)",-37.811100163862420,144.953163330426577,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3003.0000000000000000000000000000000,,4.0000000000000000000000000000000,
144.957477250568729,-37.811133103313495,3062,5184E,Unoccupied,"(-37.811133103313495, 144.95747725056873)",-37.811133103313495,144.957477250568729,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.95250594273142,-37.812794306974169,2272,3976N,Unoccupied,"(-37.81279430697417, 144.95250594273142)",-37.812794306974169,144.952505942731420,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3003.0000000000000000000000000000000,,4.0000000000000000000000000000000,
144.957593764683963,-37.812504021562823,2032,3492N,Unoccupied,"(-37.81250402156282, 144.95759376468396)",-37.812504021562823,144.957593764683963,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.960866884497307,-37.81536612643005,5157,C1123,Present,"(-37.81536612643005, 144.9608668844973)",-37.815366126430050,144.960866884497307,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.967669923686543,-37.802942800879322,5909,C9076,Present,"(-37.80294280087932, 144.96766992368654)",-37.802942800879322,144.967669923686543,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3053.0000000000000000000000000000000,,7.0000000000000000000000000000000,
144.944832602833003,-37.819537177515741,6123,C13596,Unoccupied,"(-37.81953717751574, 144.944832602833)",-37.819537177515741,144.944832602833003,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.954237201081071,-37.812881727879343,1286,4478E,Unoccupied,"(-37.81288172787934, 144.95423720108107)",-37.812881727879343,144.954237201081071,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.971445181990674,-37.811904913868503,1732,2339S,Unoccupied,"(-37.8119049138685, 144.97144518199067)",-37.811904913868503,144.971445181990674,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.966690668310264,-37.810888737407197,2322,2886N,Unoccupied,"(-37.8108887374072, 144.96669066831026)",-37.810888737407197,144.966690668310264,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.947418732878106,-37.818690433969081,6162,13214N,Present,"(-37.81869043396908, 144.9474187328781)",-37.818690433969081,144.947418732878106,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
